,acl_name,acl_tot_elem,acl_name_hash,type,line_num,remark,action,protocol,svc_object_grp,svc_object,src_intfc,src_object_grp,src_object,src_host,src_network,src_mask,src_any,dst_intfc,dst_object_grp,dst_object,dst_host,dst_network,dst_mask,dst_any,dst_port,dst_port_grp,dst_port_object,log_level,log_interval,state,hit_count,line_hash,entry_protocol_icmp,entry_protocol,entry_src_fqdn,entry_src_range_start,entry_src_range_end,entry_src_host,entry_src_network,entry_src_mask,entry_src_any,entry_src_fqdn_state,entry_dst_fqdn,entry_dst_range_start,entry_dst_range_end,entry_dst_host,entry_dst_network,entry_dst_mask,entry_dst_any,entry_dst_fqdn_state,entry_icmp_type,entry_icmp_code,entry_port,entry_port_less_than,entry_port_greater_than,entry_port_range_start,entry_port_range_end,entry_hit_count,entry_state,entry_hash
571,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,23,,,,,0,,0x74ce5820
572,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,23,,,,,0,,0xfe6b4616
573,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,280,,,,,0,,0x66184d50
574,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,280,,,,,0,,0xe85db273
575,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,280,,,,,0,,0x1bffd415
576,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,280,,,,,0,,0x8a62f00c
577,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,ldap,,,,,0,,0x3b54c6f5
578,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,ldap,,,,,0,,0x2127c516
579,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,389,,,,,0,,0x6493c270
580,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,389,,,,,0,,0xfc37982f
581,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,https,,,,,0,,0xd97c8967
582,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,https,,,,,0,,0x79aa2c97
583,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,443,,,,,0,,0x98f2720d
584,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,443,,,,,0,,0x7946e533
585,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,www,,,,,0,,0xc942beda
586,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,www,,,,,0,,0xa583ce55
587,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,135,,,,,0,,0xdadcee84
588,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,135,,,,,0,,0x37e5346a
589,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmp,,,,,0,,0x729d14cf
590,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmp,,,,,0,,0x98438deb
591,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,ldap,,,,,0,,0x3b54c6f5
592,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,ldap,,,,,0,,0x2127c516
593,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,sqlnet,,,,,0,,0x6c20dc3c
594,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,sqlnet,,,,,0,,0xfead60a7
595,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,1433,,,,,0,,0x9b5e0dc1
596,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,1433,,,,,0,,0x1d52e415
597,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,6789,,,,,0,,0x0de61a26
598,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,6789,,,,,0,,0xc5c59e93
599,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2048,,,,,0,,0xf6114d85
600,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2048,,,,,0,,0x18959b19
601,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2738,,,,,0,,0x4d0e996a
602,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2738,,,,,0,,0xbf42c588
603,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,7738,,,,,0,,0xf19cf84a
604,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,7738,,,,,0,,0x1c70f596
605,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,https,,,,,0,,0xd97c8967
606,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,https,,,,,0,,0x79aa2c97
607,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,280,,,,,0,,0x66184d50
608,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,280,,,,,0,,0xe85db273
609,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5985,,,,,0,,0x356b0a8b
610,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5985,,,,,0,,0x8f2c2184
611,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5986,,,,,0,,0x648e98df
612,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5986,,,,,0,,0x7f1adae7
613,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5988,,,,,0,,0x65f8ee33
614,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5988,,,,,0,,0x7b60b300
615,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5989,,,,,0,,0x039dc33c
616,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,5989,,,,,0,,0xe346409e
617,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,50001,,,,,0,,0x287be1d3
618,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,50001,,,,,0,,0x586d05f7
619,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmptrap,,,,,0,,0xa1035707
620,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmptrap,,,,,0,,0xa900e6a7
621,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,137,,,,,0,,0x5fc4aaac
622,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,137,,,,,0,,0x7a785142
623,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,netbios-ns,,,,,0,,0xa4500b95
624,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,netbios-ns,,,,,0,,0x0c5b08ab
625,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,138,,,,,0,,0xf57e6522
626,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,138,,,,,0,,0xc84edad6
627,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,netbios-dgm,,,,,0,,0x95285275
628,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,netbios-dgm,,,,,0,,0x49a82557
629,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,netbios-ssn,,,,,0,,0x782768ae
630,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,netbios-ssn,,,,,0,,0xe283373c
631,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.222.20,,,,,,,,,10.130.103.32,255.255.255.224,,,,,139,,,,,0,,0x8082f594
632,VCLOUD-UNMIK_V2071-out,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.94.82,,,,,,,,,10.130.103.32,255.255.255.224,,,,,139,,,,,0,,0x26b1790e
633,VCLOUD-UNMIK_V2071-out,,,,11,Predefined rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,VCLOUD-UNMIK_V2071-out,,,extended,12,,permit,,SRV-IP-BACKUP-LEGATO,,,GRP-BACKUP-LEGATO-SERVERS,,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,0,0x3d421a5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,7937,9936,0,,0xf6c33f65
636,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,7937,9936,0,,0x855ec523
637,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,7937,9936,0,,0x5337b5c2
638,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,7937,9936,0,,0xd79a1fcb
639,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,8844,,,,,0,,0x6d64e451
640,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,8844,,,,,0,,0x3b6da6ab
641,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,8844,,,,,0,,0xaed2f95e
642,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,8844,,,,,0,,0x0dee8f09
643,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,9000,9010,0,,0xdd77821a
644,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,9000,9010,0,,0x9581b9d4
645,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,9000,9010,0,,0xd31cfb3b
646,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,9000,9010,0,,0xcde9271b
647,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0x54fd3986
648,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0xc7d900c4
649,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0x35423020
650,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0x15bfab7a
651,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0xa8c11ebb
652,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0xdada4fb4
653,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0xd31bf89b
654,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,1,1024,0,,0x2558e85d
655,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0xaecbe593
656,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0x18d26803
657,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0x0cd3de5a
658,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0xed988e66
659,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0x3b8e0912
660,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0x83012ccc
661,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0xcf3177e7
662,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,2638,,,,,0,,0x56a53364
663,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0x5b964be4
664,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0xc4f5b8aa
665,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0x7e6b2801
666,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0xf30fe364
667,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0xbdd5880d
668,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0x8c5359af
669,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0x79e846bb
670,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,10000,,,,,0,,0x001ed581
671,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,snmp,,,,,0,,0x5765f874
672,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmp,,,,,0,,0x53287aac
673,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmp,,,,,0,,0xa0e04289
674,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,snmp,,,,,0,,0x3dd527e2
675,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,snmptrap,,,,,0,,0xfb8f046e
676,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmptrap,,,,,0,,0x4342ad6b
677,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,snmptrap,,,,,0,,0xd97e9ce5
678,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,udp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,snmptrap,,,,,0,,0x1f78c054
679,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,nfs,2052,0,,0xb5c143b6
680,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,nfs,2052,0,,0xeb1340f3
681,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,nfs,2052,0,,0x707ca192
682,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.214.96,255.255.255.224,,,,,,,10.130.103.32,255.255.255.224,,,,,,,,nfs,2052,0,,0x3402c1c5
683,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,,10.130.85.96,255.255.255.248,,,,,,,10.130.103.32,255.255.255.224,,,,,sunrpc,,,,,0,,0x5a87a11d
684,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.104,,,,,,,,,10.130.103.32,255.255.255.224,,,,,sunrpc,,,,,0,,0xf4a0e370
685,VCLOUD-UNMIK_V2071-out,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tcp,,,,10.130.85.106,,,,,,,,,10.130.103.32,255.255.255.224,,,,,sunrpc,,,,,0,,0x36bb36d7
